LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
311,2025,144596,Primary,12,8,3,10.4,6.2,2.4,23.9,"£41,562"
311,2026,102285,Primary,10,14,2,9.8,8.7,1.9,21.5,"£42,597"
311,2031,142885,Primary,6,2,3,6,2,3,14.7,"£42,060"
311,2032,145111,Primary,23,30,3,21.2,18.6,2.9,19.7,"£36,924"
311,2036,142966,Primary,17,14,4,10.7,11,2.8,19.4,"£43,596"
311,2038,102291,Primary,35,47,10,31.3,26.8,9,21.4,"£39,271"
311,2041,102294,Primary,20,17,7,16.9,9,4.5,19.6,"£42,266"
311,2042,102295,Primary,16,20,6,14.6,13.7,4.5,24,"£40,632"
311,2055,102299,Primary,22,10,5,21,9,4.3,23.1,"£41,238"
311,2056,102300,Primary,20,30,7,18.6,18.7,4.2,21.3,"£42,382"
311,2060,141299,Primary,16,17,7,12.9,10.2,4.3,22.7,"£43,420"
311,2061,102303,Primary,21,14,5,17.5,9.8,3.2,20.7,"£40,351"
311,2062,102304,Primary,15,17,6,12.1,10,3.5,20.4,"£44,594"
311,2066,138944,Primary,17,12,3,15.9,7.8,2.4,22.6,"£41,130"
311,2067,138943,Primary,10,15,5,8.4,7.8,3.2,32,"£42,997"
311,2069,102308,Primary,22,23,4,20.2,15.5,3,22.9,"£41,203"
311,2070,102309,Primary,17,17,4,13.1,11,2.9,22.7,"£47,917"
311,2073,102312,Primary,28,30,8,28,18.1,6.5,20.9,"£39,907"
311,2076,102313,Primary,19,16,4,14.5,8,2.7,24.7,"£44,864"
311,2078,102314,Primary,9,15,3,8.4,10.4,3,24.8,"£41,778"
311,2080,102316,Primary,20,16,4,17.3,11.7,2.7,20.8,"£41,238"
311,2081,102317,Primary,30,33,7,27.2,26.5,5.9,20.5,"£40,896"
311,2084,102319,Primary,26,36,5,21.3,21.9,3.1,16.9,"£42,190"
311,2085,141577,Primary,20,39,8,19.8,29.1,7,25.5,"£41,288"
311,2086,102321,Primary,23,36,5,18.6,15.7,2.9,24.2,"£44,276"
311,2087,102322,Primary,31,54,6,29.5,39.3,5.5,22.3,"£39,606"
311,2089,102324,Primary,24,29,6,22.2,19.1,5.2,20.3,"£43,571"
311,2090,102325,Primary,38,55,13,33,25.2,10.3,19.7,"£40,244"
311,2092,131426,Primary,23,29,10,21,15.8,9.3,23.8,"£42,387"
311,2093,131590,Primary,18,51,10,17.4,33.5,6.4,19.4,"£38,656"
311,2094,132766,Primary,33,19,9,27.6,11.8,7.1,22.8,"£41,848"
311,2097,135812,Primary,28,29,11,27,21.5,10.3,23.3,"£40,317"
311,3000,146185,Primary,5,9,2,5,6.8,1.4,20.2,"£44,518"
311,3301,102328,Primary,33,37,8,27.6,25,7,22.8,"£38,326"
311,3501,102329,Primary,22,19,4,19.6,12.7,3.9,21.3,"£39,923"
311,3502,102330,Primary,9,12,2,8.6,8.4,1.6,23.8,"£40,832"
311,3503,102331,Primary,20,31,4,17.5,11.9,2.3,21.9,"£41,615"
311,3504,102332,Primary,13,11,4,9.4,9.4,4,25.5,"£44,191"
311,3505,102333,Primary,14,15,4,9.9,10.6,3.7,20.8,"£46,648"
311,3506,102334,Primary,21,22,5,18.2,14.3,3.5,23.1,"£44,121"
311,3507,102335,Primary,18,17,5,15.5,10.1,2.8,21.3,"£38,847"
311,3508,102336,Primary,12,10,3,9.5,6.4,2.3,21.7,"£37,870"
311,3509,135588,Primary,28,27,6,25.8,16.8,5.5,22.4,"£38,485"
311,4000,137197,Secondary,81,23,32,73.6,16.9,22.4,13.1,"£44,269"
311,4001,137396,Secondary,60,22,31,56.4,16.8,23.1,14.2,"£44,251"
311,4003,136576,Secondary,47,18,21,44.4,13,16.4,16.2,"£44,500"
311,4006,137414,Secondary,66,13,21,58.1,9.1,16.6,17.4,"£42,864"
311,4007,143428,Secondary,48,12,21,46.9,10.4,19.8,20,"£41,763"
311,4013,143946,Secondary,51,8,25,48.1,5.4,19.9,15.1,"£41,884"
311,4014,145944,Secondary,68,6,25,60.3,4.6,22.6,13.5,"£45,531"
311,4015,144095,Secondary,31,3,8,30.2,2.6,7.5,11.6,"£43,298"
311,4016,146309,Secondary,44,8,18,41.4,5.7,15.6,16,"£42,635"
311,4025,143877,Secondary,36,11,20,35.6,8.5,19.1,16.7,"£41,439"
311,4037,144094,Secondary,62,11,25,58.6,8.9,18.3,15.9,"£39,543"
311,4042,139307,Secondary,53,14,24,49,10.6,16.4,16,"£43,192"
311,4700,137040,Secondary,59,8,42,53.2,4.1,22.3,20.9,"£47,008"
311,5400,138326,Secondary,94,16,31,80.9,12.3,28.2,16.1,"£44,331"
311,5401,136663,Secondary,54,4,14,53.8,2.7,12.6,15.3,"£43,166"
311,5402,136600,Secondary,94,11,24,84.5,8.6,20.8,17.3,"£42,260"
311,5403,137233,Secondary,60,13,17,53.2,8.4,12.8,15,"£46,297"
311,6905,136090,Secondary,79,21,26,77.4,19.3,23.3,13.9,"£41,363"
312,2001,138983,Primary,30,26,13,29,23.4,12,19.8,"£38,963"
312,2002,139117,Primary,20,16,4,19.9,16,3.9,19.1,"£34,217"
312,2003,102368,Primary,14,11,8,12.1,7.1,5,20.3,"£40,883"
312,2004,102369,Primary,30,28,15,27.7,18.5,8.9,23.3,"£41,569"
312,2010,102373,Primary,32,40,14,29.3,32.1,12.9,22.3,"£38,482"
312,2011,139295,Primary,17,27,7,14.9,18.6,5.6,20.6,"£42,782"
312,2012,102375,Primary,15,29,9,12.2,17.5,4.5,20.9,"£45,202"
312,2016,102377,Primary,33,30,13,31.9,26.2,9.6,21.3,"£39,922"
312,2017,139275,Primary,21,20,8,20.4,15.3,6.7,18.2,"£41,419"
312,2018,102378,Primary,15,11,7,13,9.9,6.2,31.4,"£40,371"
312,2019,102379,Primary,20,27,10,17.1,19.4,6.3,23.1,"£42,260"
312,2020,102380,Primary,27,15,12,23.9,9.5,8.5,25.5,"£40,946"
312,2021,139909,Primary,18,12,3,18,12,2.3,22.8,"£32,435"
312,2022,139926,Primary,12,8,2,11.6,8,2,17.6,"£37,524"
312,2023,102381,Primary,14,13,7,11.5,8.7,5.1,24.2,"£36,787"
312,2024,102382,Primary,15,17,8,11.9,9.2,4.7,20.9,"£40,745"
312,2025,102383,Primary,29,31,8,26.3,18.6,5.9,19.9,"£41,563"
312,2026,102384,Primary,13,14,7,10.5,7.5,4.4,19.7,"£43,777"
312,2027,140387,Primary,21,16,8,20,13.5,7.2,20.7,"£38,936"
312,2028,140391,Primary,NA,NA,NA,NA,NA,NA,NA,NA
312,2029,102385,Primary,22,22,7,20.6,18.3,5.1,20.6,"£40,376"
312,2032,102388,Primary,20,12,5,18.4,9.8,3.4,17.8,"£37,871"
312,2033,102389,Primary,16,16,13,13.8,9.9,9.5,22.5,"£40,923"
312,2035,140484,Primary,13,12,8,12.1,10.8,7.5,16.1,"£37,125"
312,2036,102391,Primary,22,30,8,21,20.5,5.1,20.6,"£37,610"
312,2037,102392,Primary,23,21,10,19.8,16.6,8.1,20.2,"£41,013"
312,2038,102393,Primary,18,17,7,15.5,10.3,4.7,23.2,"£44,521"
312,2039,102394,Primary,15,22,10,12.3,13.5,7.2,24.3,"£40,781"
312,2040,140671,Primary,35,36,21,28.9,28.5,18.4,25.8,"£50,465"
312,2045,141561,Primary,15,14,1,15,14,1,27.6,"£34,615"
312,2048,141718,Primary,21,12,8,20,10.7,7.3,20.2,"£39,685"
312,2049,144473,Primary,29,25,15,27.4,18.9,13.2,21.7,"£35,416"
312,2051,145041,Primary,36,26,12,31.4,15.6,9.3,19.2,"£39,922"
312,2052,102399,Primary,25,23,8,22.5,16.3,6,17.8,"£39,694"
312,2054,102400,Primary,22,13,4,17.1,7.3,2.7,20.9,"£42,524"
312,2059,102403,Primary,21,27,9,19.2,21.7,7.6,25.3,"£43,921"
312,2060,102404,Primary,21,20,8,19.8,16.3,7,21,"£39,742"
312,2061,102405,Primary,23,21,8,20.6,16.1,6.7,21.1,"£39,009"
312,2063,102407,Primary,21,13,4,17.8,8.8,3.7,20.6,"£40,967"
312,2064,102408,Primary,33,25,15,29.7,13.9,12.8,20.2,"£39,182"
312,2065,102409,Primary,12,16,6,10.1,10.5,4.9,25.4,"£37,394"
312,2069,102411,Primary,18,25,11,16.8,16.6,8.2,18.8,"£42,236"
312,2074,102413,Primary,18,23,6,14.1,14.5,5.7,21.9,"£42,310"
312,2076,102414,Primary,23,17,12,18.8,10.4,5.8,22.4,"£42,286"
312,2078,138613,Primary,54,55,32,45.3,25.4,22,19.7,"£44,400"
312,2080,102416,Primary,23,19,12,21.5,14.1,8.2,18.2,"£40,575"
312,2081,141055,Primary,37,32,18,33.6,20,16.9,19.8,"£40,637"
312,2082,138621,Primary,55,47,17,53.2,33.9,13.2,18.5,"£36,418"
312,2084,131638,Primary,38,45,10,33.5,36.8,8.5,19.7,"£41,204"
312,3300,102417,Primary,19,25,4,16.7,16.9,3.5,18.3,"£36,445"
312,3302,102418,Primary,12,9,7,9.2,6.4,4.4,23.7,"£59,842"
312,3306,139302,Primary,20,25,10,19.2,14.2,7.1,22.3,"£41,694"
312,3307,102420,Primary,21,30,12,19.2,19.5,5.8,23,"£44,039"
312,3400,102421,Primary,13,12,2,10.4,7,1.8,20.5,"£41,379"
312,3401,102422,Primary,33,25,8,31,19.4,6.6,22,"£40,337"
312,3402,102423,Primary,22,26,20,19.3,14.1,8.4,23,"£40,995"
312,3403,102424,Primary,14,15,8,11.9,8.3,4.9,19.1,"£40,581"
312,3404,102425,Primary,11,9,4,10.9,7.8,2,21.7,"£42,029"
312,3405,102426,Primary,34,30,11,28.4,17.1,7.9,22.6,"£43,532"
312,3410,139306,Primary,21,20,7,19.6,17,5.6,21.8,"£40,799"
312,4000,138368,Secondary,13,1,1,12.5,1,1,5.7,"£36,160"
312,4009,141035,Secondary,12,0,1,12,0,1,10.6,"£38,433"
312,4014,142887,Secondary,22,1,14,21.4,1,13.8,13.9,"£47,535"
312,4021,145121,Secondary,50,13,15,49.1,12.4,14.6,15.3,"£43,763"
312,4023,140748,Secondary,56,14,28,52.1,11.5,24.6,20.4,"£44,575"
312,4024,146375,Secondary,16,1,6,15.7,1,5.4,11.6,"£41,709"
312,4600,137407,Secondary,81,16,34,75.4,12.1,29,16.4,"£42,830"
312,4654,136329,All through,93,24,35,91.8,21.7,32.6,16.9,"£39,838"
312,5200,102430,Primary,17,28,9,15.7,15.8,7.6,20.7,"£42,946"
312,5201,102431,Primary,17,17,4,14.1,12.8,2.9,24.8,"£41,486"
312,5202,102432,Primary,22,17,7,22,15.4,6.7,17.5,"£36,981"
312,5203,102433,Primary,20,16,8,17.7,12.2,6.1,20.2,"£44,835"
312,5204,102434,Primary,12,17,4,10.1,11.8,3.5,20,"£42,180"
312,5205,102435,Primary,14,15,6,12.4,8.9,4.2,18.8,"£41,274"
312,5206,139609,Primary,26,34,13,25,25.1,11.5,22.1,"£43,029"
312,5208,102438,Primary,12,9,9,11,6.6,6,18.9,"£41,785"
312,5211,102439,Primary,40,43,12,33.2,26.2,9.3,20.1,"£41,440"
312,5400,137633,Secondary,90,11,24,86.5,8.7,22.9,15,"£42,178"
312,5401,136519,Secondary,123,28,49,113.3,23.4,39,16.4,"£41,487"
312,5402,137635,Secondary,67,27,30,65.2,27,29.6,17.9,"£38,994"
312,5403,136711,Secondary,100,27,32,95.8,17.7,27.9,14.9,"£38,762"
312,5404,136768,Secondary,81,16,25,80.2,15.2,24.9,15.3,"£41,405"
312,5405,137829,Secondary,60,16,17,53.3,11.1,13.9,15,"£40,158"
312,5406,137077,Secondary,51,17,4,50.5,16.9,3.9,15.7,"£41,018"
312,5407,137078,Secondary,25,9,3,24.3,8.6,3,15,"£40,974"
312,5408,137925,Secondary,84,5,31,79.4,5,31,16.9,"£44,232"
312,5409,102449,Secondary,53,12,16,52.6,9.5,12.3,14,"£43,328"
312,5410,136631,Secondary,66,14,21,63.1,13,20,18.7,"£42,132"
312,5411,102451,Secondary,79,11,28,75,10.8,26.8,15.4,"£45,210"
312,5412,137844,Secondary,82,23,34,81.6,20.2,30.1,17.7,"£40,885"
312,6906,135004,Secondary,39,16,24,35.3,14.6,21.9,13.6,"£41,194"
313,2003,102470,Primary,22,20,11,20.7,12.7,8.1,21.5,"£40,484"
313,2004,136809,Primary,29,26,7,27.3,17.5,5.7,23.8,"£38,992"
313,2005,140158,Primary,22,14,5,20.9,12.6,3.9,19.9,"£36,944"
313,2006,102471,Primary,16,18,4,15.5,12.7,2.8,19.6,"£37,398"
313,2007,102472,Primary,9,4,8,7.9,3.1,5.5,24,"£51,302"
313,2014,140974,Primary,32,26,9,29,20.3,8.2,22.9,"£43,047"
313,2015,146474,Primary,12,13,4,10.6,11.1,3.6,18.2,"£42,895"
313,2020,140718,Primary,27,9,14,24.9,5.8,8.2,18.9,"£40,734"
313,2021,102484,Primary,22,15,10,20.4,12,7.4,19.7,"£41,799"
313,2022,102485,Primary,21,18,4,19.7,11.1,3.6,21.6,"£37,353"
313,2024,102486,Primary,21,8,1,19.2,6.6,1,17,"£36,185"
313,2029,142889,Primary,6,4,1,6,4,1,25.4,"£44,134"
313,2030,145475,Primary,36,22,11,32.3,13.4,8.1,20.2,"£40,601"
313,2031,102489,Primary,43,24,6,41.2,15.9,5.8,18.8,"£41,336"
313,2032,102490,Primary,33,30,33,30.5,16.5,19.7,20.3,"£42,681"
313,2033,102491,Primary,45,41,9,43.4,31.3,8,21.8,"£38,639"
313,2034,102492,Primary,40,33,25,34,25.8,16.9,26.8,"£43,612"
313,2036,102493,Primary,27,27,13,25.4,23.1,11.5,25.8,"£41,299"
313,2037,102494,Primary,35,27,11,30.5,21.5,9.2,21.7,"£44,693"
313,2038,139869,Primary,26,6,4,23.7,4.3,3.9,19.2,"£41,877"
313,2039,102496,Primary,24,25,3,21.2,18.6,3,17.6,"£42,346"
313,2043,102499,Primary,14,15,5,12.4,10.4,3.3,22.3,"£40,052"
313,2044,102500,Primary,14,7,7,13.2,5.1,5.5,22.3,"£45,311"
313,2045,102501,Primary,28,6,5,25.5,4.4,4.1,19,"£32,511"
313,2046,102502,Primary,19,16,5,16.3,11.5,3.4,21.4,"£39,519"
313,2047,102503,Primary,26,28,9,23.6,18.7,4.1,14.8,"£40,708"
313,2048,102504,Primary,22,30,4,17,15.5,3.2,18,"£44,308"
313,2050,102505,Primary,26,22,11,23.8,16.4,8.8,25.4,"£37,876"
313,2051,102506,Primary,12,8,3,9.5,6.5,2.1,22.8,"£42,828"
313,2056,102508,Primary,14,13,4,13.6,7.4,2.9,19.7,"£42,930"
313,2061,102512,Primary,18,13,9,15.6,7.9,4.8,17.5,"£41,627"
313,2062,139889,Primary,33,22,11,31.9,19.6,10.4,19.6,"£37,399"
313,2063,102514,Primary,24,21,14,22,17.7,7.8,19.5,"£37,886"
313,2064,102515,Primary,19,15,12,18.7,10.3,8.8,21.7,"£36,002"
313,2071,102519,Primary,12,12,5,11.2,11.5,3.2,20,"£38,305"
313,2073,102520,Primary,41,37,10,36.1,27.4,8.2,19.1,"£40,083"
313,2075,144097,Primary,17,9,3,16.3,7.5,2.6,27.1,"£47,492"
313,2078,132263,Primary,23,28,7,22.6,23.3,5.7,20.2,"£40,751"
313,2079,132264,Primary,31,22,8,27.3,16.6,5.7,20.3,"£41,573"
313,2081,132266,Primary,18,18,7,17.4,14.5,5.3,24.4,"£37,851"
313,2082,133486,Primary,17,10,6,14.3,5.9,4.3,19.4,"£41,159"
313,2083,135831,Primary,36,23,13,32,16.7,5.7,19.3,"£40,900"
313,3300,102523,Primary,21,11,2,17.7,7.2,1.9,25.7,"£38,978"
313,3302,102524,Primary,18,12,4,17.4,10.1,4,21.7,"£40,623"
313,3502,102526,Primary,11,7,3,10.5,6.3,2.9,20.2,"£40,677"
313,3503,102527,Primary,22,16,5,19.6,9.5,4.5,24.3,"£42,524"
313,3504,102528,Primary,20,11,3,18.7,8.2,2.9,22.6,"£37,432"
313,3505,102529,Primary,13,7,3,13,6.4,2.4,15.6,"£35,181"
313,3507,102531,Primary,21,12,7,19.7,8.2,6.6,22.7,"£41,133"
313,3941,135261,Primary,21,13,4,18.6,10.1,3.6,23,"£41,379"
313,3942,135562,Primary,32,27,11,28.8,17.7,8.7,22.8,"£44,062"
313,3943,135880,Primary,34,31,8,30.3,21,6,22.6,"£41,487"
313,3944,136191,Primary,23,17,5,20.2,12.2,3.9,21.3,"£38,645"
313,4000,138266,All through,58,33,14,56.7,32.7,13.7,14.5,"£39,037"
313,4001,139276,Secondary,52,8,19,48.6,7.5,17.9,15.3,"£47,031"
313,4002,139720,All through,28,13,4,25.6,9.9,3.9,19.6,"£41,116"
313,4003,142126,Secondary,12,1,3,11.4,1,3,16.6,"£41,829"
313,4004,142781,Secondary,19,1,4,17.8,1,2.8,13.4,"£45,673"
313,4006,144515,Secondary,22,6,12,15.1,4.7,5.4,15.7,"£44,024"
313,4007,145866,Secondary,12,1,3,10.2,1,2.1,14.7,"£46,484"
313,4020,137907,Secondary,71,11,28,67.2,10.1,23,19.2,"£37,921"
313,4022,137009,Secondary,36,7,18,34.5,6.2,17.1,29.6,"£46,169"
313,4023,137618,Secondary,66,25,41,60.8,23.3,29,14.9,"£45,929"
313,4024,139095,Secondary,56,13,26,51.4,11.3,22.4,17.4,"£45,565"
313,4026,138924,Secondary,82,13,27,78.3,11.4,24,16,"£44,752"
313,4027,136341,Secondary,105,19,31,99.3,18,29.6,15.4,"£42,760"
313,4028,102539,Secondary,119,10,32,113.4,7.9,30,15.8,"£44,112"
313,4029,136522,Secondary,83,20,29,79.4,18.5,25.4,18,"£44,080"
313,4500,137940,Secondary,66,8,24,63.6,7,22.6,16.6,"£45,237"
313,4600,139989,Secondary,69,10,21,59.6,8.4,18.2,15.1,"£43,083"
313,4800,137995,Secondary,74,9,21,66.5,8.2,20.9,18.2,"£47,025"
313,5400,137928,Secondary,79,10,31,71.2,7.6,24.9,15.1,"£41,767"
313,5401,102545,Secondary,78,5,18,74.6,4,16.3,16.2,"£41,715"
314,2000,141764,Primary,28,27,19,27.6,20.2,18,17.7,"£38,995"
314,2001,102564,Primary,25,15,6,23,10,4.5,20.8,"£40,267"
314,2002,102565,Primary,25,34,14,20.1,18,11.6,21.6,"£40,192"
314,2004,102567,Primary,15,19,6,12.4,9.3,3.8,24.1,"£41,062"
314,2005,102568,Primary,21,15,8,18.8,11.6,7.8,21.2,"£37,922"
314,2006,137575,Primary,22,34,18,22,29.4,8.5,20.8,"£36,058"
314,2007,140667,Primary,15,28,7,14.4,21,5.5,14.9,"£37,083"
314,2008,146127,Primary,23,27,10,20.1,20.2,7.1,19.4,"£40,306"
314,2014,138689,Primary,55,35,40,49.1,22.6,16.9,18.5,"£38,220"
314,2020,102573,Primary,11,7,6,10.6,5.2,4.2,19.4,"£43,329"
314,2024,102574,Primary,23,23,6,19.5,18.1,3.9,18.5,"£44,396"
314,2025,102575,Primary,16,20,9,13.7,15,6.6,24.3,"£46,566"
314,2028,102576,Primary,24,10,2,20.8,7.7,1.9,20.1,"£41,670"
314,2030,102577,Primary,15,15,6,13.5,10.6,3.9,21.9,"£41,482"
314,2031,102578,Primary,25,39,10,19.1,25.8,7.8,21.4,"£40,568"
314,2032,102579,Primary,28,16,13,24.9,13.2,11.1,17.5,"£39,143"
314,2033,102580,Primary,36,30,10,31.2,23.7,7.6,20.8,"£40,468"
314,2034,102581,Primary,25,15,15,20.8,8.6,11.7,21.2,"£44,790"
314,2035,102582,Primary,37,28,14,33.5,25.5,12.9,14.8,"£40,141"
314,2036,102583,Primary,35,25,12,29.1,10.6,10.8,19.8,"£39,557"
314,2037,131097,Primary,40,35,23,33.8,20.7,11.3,20.2,"£39,339"
314,3301,102585,Primary,27,25,7,21.2,12,6.5,20.4,"£38,553"
314,3302,102586,Primary,24,36,8,22.2,20.4,6.7,24.1,"£39,948"
314,3303,102587,Primary,17,5,8,15.1,3.9,6.3,18.5,"£38,985"
314,3304,102588,Primary,15,14,4,14.6,9.7,3.7,21.9,"£37,190"
314,3305,102589,Primary,14,6,5,11.4,4.7,4.6,20.3,"£39,984"
314,3308,102590,Primary,10,8,5,9.1,4.8,4.2,22.8,"£40,293"
314,3309,102591,Primary,19,21,6,16,10.9,4.5,23.5,"£41,550"
314,3310,102592,Primary,21,11,6,18.8,7.2,4.2,20.6,"£40,324"
314,3311,102593,Primary,17,18,5,12.2,8,3.8,19.6,"£38,364"
314,3500,102594,Primary,26,14,17,22.2,7.1,9.7,19.9,"£38,419"
314,3501,102595,Primary,24,18,6,19.6,11.5,3.3,20.9,"£41,289"
314,3502,102596,Primary,13,10,5,12.2,6,3.8,19.6,"£39,324"
314,3503,137856,Primary,22,20,6,18,11.5,4.8,23.5,"£41,178"
314,4001,141862,Secondary,44,4,16,43,3.2,13.9,16.7,"£43,018"
314,4002,141959,Primary,7,7,4,6.6,5.5,4,13.8,"£40,896"
314,4004,137848,Secondary,91,10,28,80.8,6.4,24.8,16.6,"£47,033"
314,4006,102599,Secondary,26,6,16,24.4,5.8,14.8,16.1,"£47,141"
314,4009,137917,Secondary,48,11,16,47,8.1,12.7,17.1,"£45,374"
314,4010,136615,Secondary,71,5,26,64.8,2.5,21.8,17.9,"£42,561"
314,4011,137060,Secondary,85,14,28,80.6,12.1,23.6,16,"£41,903"
314,5200,102604,Primary,18,16,6,13.7,8.1,3.5,21.5,"£40,855"
314,5400,136910,Secondary,70,4,27,64.3,3.1,19.7,19.6,"£44,639"
314,5401,137299,Secondary,82,32,28,74.3,23.5,22.3,13.8,"£46,238"
314,5402,138459,Secondary,65,13,21,65,11.8,19.2,14.9,"£38,245"
314,5403,137859,Secondary,58,7,23,54.7,5.5,20.8,15.1,"£47,035"
314,5404,137678,Secondary,64,20,23,55.7,18.6,17.4,19,"£44,599"
315,2000,140187,Primary,18,17,8,17.1,11.6,5.4,16.4,"£40,753"
315,2001,141027,Primary,7,8,4,7,7.6,2.9,15.7,"£37,833"
315,2002,141143,Primary,18,28,11,17.6,25,11,27.1,"£32,994"
315,2003,143133,Primary,11,13,3,10,11.5,2.1,19.3,"£44,598"
315,2004,146401,Primary,13,7,8,11.9,6.1,5.8,19,"£43,830"
315,2052,102626,Primary,27,12,9,23.4,8.2,7.3,18.2,"£43,405"
315,2055,102628,Primary,19,6,7,17.1,4.7,5.3,20.7,"£44,337"
315,2056,102629,Primary,21,20,7,19.7,17.8,4.4,19.8,"£41,304"
315,2059,102632,Primary,29,24,4,24.6,14.8,3.5,18.6,"£44,110"
315,2061,102633,Primary,22,21,9,19.4,14.9,5.8,22.8,"£43,557"
315,2062,102634,Primary,19,13,7,17.5,8.5,5.6,19.5,"£43,554"
315,2063,102635,Primary,21,12,9,18.2,8.3,8.2,22,"£45,476"
315,2064,102636,Primary,22,20,3,20.6,17.5,2.8,18.7,"£42,228"
315,2066,102638,Primary,19,27,4,17.7,15.2,3.6,15.5,"£39,492"
315,2067,102639,Primary,14,12,5,11.4,9.6,3.5,19.7,"£44,025"
315,2068,102640,Primary,14,15,6,11.2,8.6,3.9,20,"£47,479"
315,2070,102642,Primary,23,23,6,19.4,14,5.1,21.7,"£44,935"
315,2071,102643,Primary,24,20,6,20.5,16.6,4.6,21.5,"£45,082"
315,2072,102644,Primary,39,37,10,28.6,21.4,8.4,21.4,"£43,111"
315,2073,102645,Primary,15,17,5,12.7,11.8,2.9,18.9,"£41,519"
315,2074,102646,Primary,20,16,8,19.2,14,7.7,20.8,"£39,071"
315,2075,102647,Primary,27,26,6,24.9,21.2,5.9,23.1,"£43,382"
315,2076,102648,Primary,37,35,16,34.8,23.6,8.8,18.6,"£38,658"
315,2077,102649,Primary,23,23,7,21,15.5,5.5,19.4,"£43,839"
315,2081,102652,Primary,27,29,8,25.2,25.7,6.8,18.7,"£39,995"
315,2082,102653,Primary,36,23,18,31.8,18.7,15.4,19.5,"£40,665"
315,2083,102654,Primary,28,23,14,27.2,17.6,9.9,19.3,"£41,521"
315,2084,102655,Primary,29,19,13,25.8,15.4,11.2,20.9,"£44,754"
315,2085,102656,Primary,23,21,9,21.8,17.4,8,20.1,"£44,784"
315,2090,102661,Primary,18,17,8,17.8,15.8,7,20.1,"£41,860"
315,2091,102662,Primary,45,42,11,32.3,31,9.9,21.1,"£45,039"
315,2092,132169,Primary,27,21,8,24.1,15.6,6.5,18.1,"£44,601"
315,2094,144838,Primary,31,15,11,28,11.6,9.8,21.3,"£41,392"
315,3300,102663,Primary,22,20,5,21.4,13,4,13.1,"£44,242"
315,3302,102664,Primary,17,11,5,12.3,8.1,2.4,16.1,"£41,850"
315,3303,102665,Primary,24,20,11,20.4,14,8.4,21.3,"£44,013"
315,3304,102666,Primary,28,20,10,23.7,12.8,6.6,19.4,"£41,616"
315,3500,102667,Primary,22,18,8,20,15.3,6.6,20.4,"£42,217"
315,3501,102668,Primary,16,11,5,15,7.9,4.1,21.1,"£46,677"
315,3502,102669,Primary,27,21,4,24.2,16.2,4,18.9,"£38,785"
315,3503,102670,Primary,21,23,6,20,16.6,5.9,22.1,"£42,173"
315,3505,102671,Primary,25,24,6,18.7,15.8,4.9,23.4,"£43,031"
315,3506,102672,Primary,27,21,9,24.2,14.1,8.7,15.1,"£40,873"
315,3507,133774,Primary,29,26,11,28,18.8,9.6,20.4,"£41,906"
315,4000,138495,Secondary,49,12,15,47,11.3,14.3,17.4,"£49,986"
315,4001,145860,Secondary,9,2,2,8.8,1.9,2,14.7,"£35,189"
315,4050,102673,Secondary,92,12,23,85.9,9.8,22.6,15.4,"£47,989"
315,4052,102674,Secondary,75,26,22,70.8,23.6,19.5,14.5,"£45,799"
315,4500,102679,Secondary,86,26,24,83.1,21.6,21.5,15.9,"£47,448"
315,4701,102681,Secondary,78,33,27,74.5,27.7,24.2,17,"£50,204"
315,5400,102683,Secondary,82,18,30,76.9,13.3,27.3,18.1,"£48,560"
315,6905,131897,Secondary,60,15,29,59.5,12.7,27.2,20.7,"£49,383"
315,6906,134003,Secondary,55,14,21,53,13.5,16.9,15.1,"£46,491"
316,2000,102709,Primary,29,31,6,25.5,25.2,4.8,20.3,"£46,902"
316,2001,102710,Primary,54,43,14,50.2,37.2,13.4,16.8,"£46,173"
316,2004,102711,Primary,45,51,25,43.1,44.6,23,20.5,"£42,516"
316,2006,102712,Primary,24,25,10,23.2,22.6,7.9,18.1,"£49,424"
316,2010,142632,Primary,22,17,14,20.8,13.9,12.5,24.1,"£47,286"
316,2012,144142,Primary,57,55,16,54.7,47.9,15.4,16,"£45,471"
316,2014,145235,Primary,40,30,15,37.8,25.4,13.2,17.1,"£39,545"
316,2015,102716,Primary,33,31,13,33,25.6,12.6,19.5,"£44,525"
316,2016,143883,Primary,30,16,9,29.1,14.1,8.5,13.7,"£43,346"
316,2017,145088,Primary,21,13,3,19.1,12.1,3,24.2,"£44,080"
316,2018,145362,Primary,49,34,9,46.7,29.9,7.7,19.5,"£42,543"
316,2022,143276,Primary,22,46,6,21.2,35.8,5.5,15.1,"£45,860"
316,2024,102721,Primary,21,12,3,18.5,10.9,3,21.8,"£46,175"
316,2025,102722,Primary,23,26,4,20.2,22,3.3,18.5,"£45,311"
316,2026,102723,Primary,14,10,7,12,8.4,6.4,16.7,"£41,900"
316,2030,145363,Primary,27,18,5,26.4,15.7,4.6,15.6,"£49,884"
316,2032,102725,Primary,31,32,14,29.2,25.6,11.4,14.8,"£41,869"
